gameweek,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,game_detail,season,league,possession_home,possession_away,shot_on_target_home,shot_on_target_away,saves_home,saves_away
34,Sun,2020-04-26,,Nîmes,,,,Lille,,Stade des Costières,https://fbref.com/en/matches/39ea3e29/Nimes-Lille-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Nantes,,,,Amiens,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/3dd2e74c/Nantes-Amiens-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Saint-Étienne,,,,Angers,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/44a73b72/Saint-Etienne-Angers-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Bordeaux,,,,Toulouse,,Stade Matmut-Atlantique,https://fbref.com/en/matches/515c0e73/Bordeaux-Toulouse-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Brest,,,,Montpellier,,Stade Francis-Le Blé,https://fbref.com/en/matches/67588c5b/Brest-Montpellier-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Metz,,,,Dijon,,Stade Saint-Symphorien,https://fbref.com/en/matches/6921eaba/Metz-Dijon-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Reims,,,,Paris S-G,,Stade Auguste-Delaune II,https://fbref.com/en/matches/9e780bc9/Reims-Paris-Saint-Germain-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Lyon,,,,Monaco,,Groupama Stadium,https://fbref.com/en/matches/dc3dc940/Lyon-Monaco-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
34,Sun,2020-04-26,,Marseille,,,,Nice,,Orange Vélodrome,https://fbref.com/en/matches/f27a8e0e/Marseille-Nice-April-26-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Angers,,,,Rennes,,Stade Raymond Kopa,https://fbref.com/en/matches/09bd6051/Angers-Rennes-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Dijon,,,,Lyon,,Stade Gaston Gérard,https://fbref.com/en/matches/1e73cccc/Dijon-Lyon-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Paris S-G,,,,Brest,,Parc des Princes,https://fbref.com/en/matches/2fe7fd6d/Paris-Saint-Germain-Brest-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Monaco,,,,Metz,,Stade Louis II.,https://fbref.com/en/matches/5959f855/Monaco-Metz-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Lille,,,,Reims,,Stade Pierre-Mauroy,https://fbref.com/en/matches/609ab72b/Lille-Reims-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Toulouse,,,,Nîmes,,Stadium Municipal,https://fbref.com/en/matches/84d5f5dc/Toulouse-Nimes-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Nice,,,,Nantes,,Stade de Nice,https://fbref.com/en/matches/93f7437a/Nice-Nantes-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Amiens,,,,Saint-Étienne,,Stade Crédit Agricole la Licorne,https://fbref.com/en/matches/cebe55f6/Amiens-Saint-Etienne-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Strasbourg,,,,Marseille,,Stade de la Meinau,https://fbref.com/en/matches/d12d3ca0/Strasbourg-Marseille-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
35,Sat,2020-05-02,,Montpellier,,,,Bordeaux,,Stade de la Mosson,https://fbref.com/en/matches/da07629a/Montpellier-Bordeaux-May-2-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Saint-Étienne,,,,Lille,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/0835d760/Saint-Etienne-Lille-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Toulouse,,,,Paris S-G,,Stadium Municipal,https://fbref.com/en/matches/13141f17/Toulouse-Paris-Saint-Germain-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Rennes,,,,Dijon,,Roazhon Park,https://fbref.com/en/matches/13c491ff/Rennes-Dijon-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Nîmes,,,,Strasbourg,,Stade des Costières,https://fbref.com/en/matches/5fa33756/Nimes-Strasbourg-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Marseille,,,,Monaco,,Orange Vélodrome,https://fbref.com/en/matches/7595ddd8/Marseille-Monaco-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Lyon,,,,Montpellier,,Groupama Stadium,https://fbref.com/en/matches/826710b4/Lyon-Montpellier-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Nantes,,,,Brest,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/9574cfb7/Nantes-Brest-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Bordeaux,,,,Angers,,Stade Matmut-Atlantique,https://fbref.com/en/matches/c258110d/Bordeaux-Angers-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Metz,,,,Nice,,Stade Saint-Symphorien,https://fbref.com/en/matches/f8ba7a02/Metz-Nice-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
36,Sat,2020-05-09,,Reims,,,,Amiens,,Stade Auguste-Delaune II,https://fbref.com/en/matches/fc542da7/Reims-Amiens-May-9-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Nice,,,,Saint-Étienne,,Stade de Nice,https://fbref.com/en/matches/47ef0ef7/Nice-Saint-Etienne-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Lille,,,,Amiens,,Stade Pierre-Mauroy,https://fbref.com/en/matches/61deec67/Lille-Amiens-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Strasbourg,,,,Bordeaux,,Stade de la Meinau,https://fbref.com/en/matches/65bc39f7/Strasbourg-Bordeaux-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Montpellier,,,,Nantes,,Stade de la Mosson,https://fbref.com/en/matches/65f39018/Montpellier-Nantes-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Monaco,,,,Toulouse,,Stade Louis II.,https://fbref.com/en/matches/6af82534/Monaco-Toulouse-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Dijon,,,,Reims,,Stade Gaston Gérard,https://fbref.com/en/matches/6f7a911b/Dijon-Reims-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Paris S-G,,,,Rennes,,Parc des Princes,https://fbref.com/en/matches/aeffdfae/Paris-Saint-Germain-Rennes-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Marseille,,,,Metz,,Orange Vélodrome,https://fbref.com/en/matches/b2c790b4/Marseille-Metz-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Angers,,,,Lyon,,Stade Raymond Kopa,https://fbref.com/en/matches/c3399237/Angers-Lyon-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
37,Sat,2020-05-16,,Brest,,,,Nîmes,,Stade Francis-Le Blé,https://fbref.com/en/matches/cea88bc9/Brest-Nimes-May-16-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Metz,,,,Angers,,Stade Saint-Symphorien,https://fbref.com/en/matches/0cbe7254/Metz-Angers-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Reims,,,,Marseille,,Stade Auguste-Delaune II,https://fbref.com/en/matches/6ae2dd0a/Reims-Marseille-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Nantes,,,,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/718cf017/Nantes-Strasbourg-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Rennes,,,,Monaco,,Roazhon Park,https://fbref.com/en/matches/7f9ca85d/Rennes-Monaco-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Toulouse,,,,Montpellier,,Stadium Municipal,https://fbref.com/en/matches/8fcf6aa2/Toulouse-Montpellier-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Amiens,,,,Nice,,Stade Crédit Agricole la Licorne,https://fbref.com/en/matches/a248011a/Amiens-Nice-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Lyon,,,,Brest,,Groupama Stadium,https://fbref.com/en/matches/dd0f8fc6/Lyon-Brest-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Nîmes,,,,Paris S-G,,Stade des Costières,https://fbref.com/en/matches/e075de2d/Nimes-Paris-Saint-Germain-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Bordeaux,,,,Lille,,Stade Matmut-Atlantique,https://fbref.com/en/matches/e0e0f972/Bordeaux-Lille-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
38,Sat,2020-05-23,,Saint-Étienne,,,,Dijon,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/f2512a78/Saint-Etienne-Dijon-May-23-2020-Ligue-1,2019-2020,Ligue-1,,,,,,
1,Fri,2020-08-21,19:00,Bordeaux,,0–0,,Nantes,,Stade Matmut-Atlantique,https://fbref.com/en/matches/c0996cac/Bordeaux-Nantes-August-21-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>1 of 5 — <strong>20%</strong></div>,<div><strong>17%</strong> — 1 of 6</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
1,Sat,2020-08-22,17:00,Dijon,,0–1,,Angers,,Stade Gaston Gérard,https://fbref.com/en/matches/9cbccb37/Dijon-Angers-August-22-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>1 of 9 — <strong>11%</strong></div>,<div><strong>33%</strong> — 4 of 12</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
1,Sat,2020-08-22,21:00,Lille,,1–1,,Rennes,,Stade Pierre-Mauroy,https://fbref.com/en/matches/50ec2fcc/Lille-Rennes-August-22-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>1 of 5 — <strong>20%</strong></div>,<div><strong>13%</strong> — 2 of 16</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>0%</strong> — 0 of 1</div>
1,Sun,2020-08-23,13:00,Monaco,,2–2,,Reims,,Stade Louis II.,https://fbref.com/en/matches/b3bddcc0/Monaco-Reims-August-23-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>75%</strong></div>,<div><strong>25%</strong></div>,<div>5 of 22 — <strong>23%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
1,Sun,2020-08-23,15:00,Nîmes,,4–0,,Brest,,Stade des Costières,https://fbref.com/en/matches/da8136ae/Nimes-Brest-August-23-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>5 of 12 — <strong>42%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>20%</strong> — 1 of 5</div>
1,Sun,2020-08-23,15:00,Lorient,,3–1,,Strasbourg,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/f96cd5a0/Lorient-Strasbourg-August-23-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>6 of 9 — <strong>67%</strong></div>,<div><strong>14%</strong> — 1 of 7</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
1,Sun,2020-08-23,17:00,Nice,,2–1,,Lens,,Stade de Nice,https://fbref.com/en/matches/b08ae3b2/Nice-Lens-August-23-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>20%</strong> — 3 of 15</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>0%</strong> — 0 of 2</div>
2,Fri,2020-08-28,21:00,Lyon,,4–1,,Dijon,,Groupama Stadium,https://fbref.com/en/matches/7512406f/Lyon-Dijon-August-28-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>10 of 25 — <strong>40%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>90%</strong> — 9 of 10</div>
2,Sat,2020-08-29,17:00,Rennes,,2–1,,Montpellier,,Roazhon Park,https://fbref.com/en/matches/1ec60fe6/Rennes-Montpellier-August-29-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>65%</strong></div>,<div><strong>35%</strong></div>,<div>7 of 16 — <strong>44%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>85%</strong> — 6 of 7</div>
2,Sat,2020-08-29,21:00,Strasbourg,,0–2,,Nice,,Stade de la Meinau,https://fbref.com/en/matches/a271affc/Strasbourg-Nice-August-29-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>0 of 6 — <strong>0%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
2,Sun,2020-08-30,13:00,Reims,,0–1,,Lille,,Stade Auguste-Delaune II,https://fbref.com/en/matches/c25931b4/Reims-Lille-August-30-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>0 of 4 — <strong>0%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
2,Sun,2020-08-30,15:00,Metz,,0–1,,Monaco,,Stade Saint-Symphorien,https://fbref.com/en/matches/02d4a6a1/Metz-Monaco-August-30-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>4 of 14 — <strong>29%</strong></div>,<div><strong>67%</strong> — 2 of 3</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
2,Sun,2020-08-30,15:00,Saint-Étienne,,2–0,,Lorient,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/9b7fa4e1/Saint-Etienne-Lorient-August-30-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>53%</strong></div>,<div><strong>48%</strong></div>,<div>5 of 13 — <strong>38%</strong></div>,<div><strong>17%</strong> — 1 of 6</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
2,Sun,2020-08-30,15:00,Nantes,,2–1,,Nîmes,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/ba09751a/Nantes-Nimes-August-30-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>33%</strong></div>,<div><strong>67%</strong></div>,<div>3 of 7 — <strong>43%</strong></div>,<div><strong>50%</strong> — 9 of 18</div>,<div>8 of 9 — <strong>88%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
2,Sun,2020-08-30,15:00,Angers,,0–2,,Bordeaux,,Stade Raymond Kopa,https://fbref.com/en/matches/db69f933/Angers-Bordeaux-August-30-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>2 of 12 — <strong>17%</strong></div>,<div><strong>100%</strong> — 7 of 7</div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
2,Sun,2020-08-30,21:00,Brest,,2–3,,Marseille,,Stade Francis-Le Blé,https://fbref.com/en/matches/f5d3ffde/Brest-Marseille-August-30-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>4 of 19 — <strong>21%</strong></div>,<div><strong>57%</strong> — 4 of 7</div>,<div>1 of 4 — <strong>25%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
2,Thu,2020-09-10,21:00,Lens,,1–0,,Paris S-G,,Stade Bollaert-Delelis,https://fbref.com/en/matches/796787da/Lens-Paris-Saint-Germain-September-10-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>22%</strong></div>,<div><strong>78%</strong></div>,<div>3 of 7 — <strong>43%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
3,Fri,2020-09-11,21:00,Bordeaux,,0–0,,Lyon,,Stade Matmut-Atlantique,https://fbref.com/en/matches/c39f66b9/Bordeaux-Lyon-September-11-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>0 of 5 — <strong>0%</strong></div>,<div><strong>15%</strong> — 3 of 20</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>%</strong> — 0 of 0</div>
3,Sat,2020-09-12,17:00,Montpellier,,3–1,,Nice,,Stade de la Mosson,https://fbref.com/en/matches/e1ed5031/Montpellier-Nice-September-12-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>39%</strong></div>,<div><strong>61%</strong></div>,<div>13 of 20 — <strong>65%</strong></div>,<div><strong>11%</strong> — 1 of 9</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>76%</strong> — 10 of 13</div>
3,Sat,2020-09-12,21:00,Saint-Étienne,,2–0,,Strasbourg,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/b9da15cc/Saint-Etienne-Strasbourg-September-12-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>3 of 8 — <strong>38%</strong></div>,<div><strong>43%</strong> — 6 of 14</div>,<div>6 of 6 — <strong>100%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
3,Sun,2020-09-13,13:00,Lille,,1–0,,Metz,,Stade Pierre-Mauroy,https://fbref.com/en/matches/99507b5a/Lille-Metz-September-13-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>61%</strong></div>,<div><strong>39%</strong></div>,<div>6 of 16 — <strong>38%</strong></div>,<div><strong>20%</strong> — 1 of 5</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
3,Sun,2020-09-13,15:00,Lorient,,2–3,,Lens,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/5bf9af16/Lorient-Lens-September-13-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>45%</strong> — 5 of 11</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
3,Sun,2020-09-13,15:00,Angers,,1–0,,Reims,,Stade Raymond Kopa,https://fbref.com/en/matches/a1237c63/Angers-Reims-September-13-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>6 of 19 — <strong>32%</strong></div>,<div><strong>29%</strong> — 2 of 7</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
3,Sun,2020-09-13,15:00,Nîmes,,2–4,,Rennes,,Stade des Costières,https://fbref.com/en/matches/a38dda9a/Nimes-Rennes-September-13-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>9 of 17 — <strong>53%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>,<div>2 of 6 — <strong>33%</strong></div>,<div><strong>77%</strong> — 7 of 9</div>
3,Sun,2020-09-13,15:00,Dijon,,0–2,,Brest,,Stade Gaston Gérard,https://fbref.com/en/matches/d10137c1/Dijon-Brest-September-13-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>3 of 7 — <strong>43%</strong></div>,<div><strong>26%</strong> — 5 of 19</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
3,Sun,2020-09-13,17:00,Monaco,,2–1,,Nantes,,Stade Louis II.,https://fbref.com/en/matches/13159177/Monaco-Nantes-September-13-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>5 of 18 — <strong>28%</strong></div>,<div><strong>29%</strong> — 2 of 7</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
3,Sun,2020-09-13,21:00,Paris S-G,,0–1,,Marseille,,Parc des Princes,https://fbref.com/en/matches/84e1075c/Paris-Saint-Germain-Marseille-September-13-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>65%</strong></div>,<div><strong>35%</strong></div>,<div>4 of 14 — <strong>29%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
1,Tue,2020-09-15,21:00,Montpellier,,2–1,,Lyon,,Stade de la Mosson,https://fbref.com/en/matches/5581d486/Montpellier-Lyon-September-15-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>2 of 9 — <strong>22%</strong></div>,<div><strong>33%</strong> — 6 of 18</div>,<div>6 of 6 — <strong>100%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
1,Wed,2020-09-16,21:00,Paris S-G,,1–0,,Metz,,Parc des Princes,https://fbref.com/en/matches/c5bf1d57/Paris-Saint-Germain-Metz-September-16-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>71%</strong></div>,<div><strong>29%</strong></div>,<div>8 of 20 — <strong>40%</strong></div>,<div><strong>14%</strong> — 1 of 7</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>87%</strong> — 7 of 8</div>
1,Thu,2020-09-17,21:00,Marseille,,0–2,,Saint-Étienne,,Orange Vélodrome,https://fbref.com/en/matches/bc9039b3/Marseille-Saint-Etienne-September-17-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>2 of 13 — <strong>15%</strong></div>,<div><strong>42%</strong> — 5 of 12</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
4,Fri,2020-09-18,21:00,Lyon,,0–0,,Nîmes,,Groupama Stadium,https://fbref.com/en/matches/01b7d3d4/Lyon-Nimes-September-18-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>73%</strong></div>,<div><strong>27%</strong></div>,<div>3 of 16 — <strong>19%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
4,Sat,2020-09-19,17:00,Lens,,2–1,,Bordeaux,,Stade Bollaert-Delelis,https://fbref.com/en/matches/87a237ad/Lens-Bordeaux-September-19-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>4 of 18 — <strong>22%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
4,Sat,2020-09-19,21:00,Rennes,,2–1,,Monaco,,Roazhon Park,https://fbref.com/en/matches/17da8c83/Rennes-Monaco-September-19-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>3 of 15 — <strong>20%</strong></div>,<div><strong>14%</strong> — 2 of 14</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
4,Sun,2020-09-20,13:00,Nice,,0–3,,Paris S-G,,Stade de Nice,https://fbref.com/en/matches/6033dd94/Nice-Paris-Saint-Germain-September-20-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>5 of 14 — <strong>36%</strong></div>,<div><strong>38%</strong> — 5 of 13</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
4,Sun,2020-09-20,15:00,Montpellier,,4–1,,Angers,,Stade de la Mosson,https://fbref.com/en/matches/14504cc6/Montpellier-Angers-September-20-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>9 of 14 — <strong>64%</strong></div>,<div><strong>21%</strong> — 3 of 14</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>66%</strong> — 6 of 9</div>
4,Sun,2020-09-20,15:00,Strasbourg,,1–0,,Dijon,,Stade de la Meinau,https://fbref.com/en/matches/5e509d7e/Strasbourg-Dijon-September-20-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>6 of 17 — <strong>35%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
4,Sun,2020-09-20,15:00,Metz,,2–1,,Reims,,Stade Saint-Symphorien,https://fbref.com/en/matches/a0f9e058/Metz-Reims-September-20-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>4 of 14 — <strong>29%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
4,Sun,2020-09-20,15:00,Brest,,3–2,,Lorient,,Stade Francis-Le Blé,https://fbref.com/en/matches/addca7be/Brest-Lorient-September-20-2020-Ligue-1,2020-2021,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>6 of 14 — <strong>43%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>
