gameweek,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,game_detail,season,league,possession_home,possession_away,shot_on_target_home,shot_on_target_away,saves_home,saves_away
15,Wed,2016-11-30,19:00,Nantes,,0–6,,Lyon,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/ee2a4938/Nantes-Lyon-November-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>1 of 12 — <strong>8%</strong></div>,<div><strong>45%</strong> — 9 of 20</div>,<div>3 of 9 — <strong>33%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
15,Wed,2016-11-30,19:00,Saint-Étienne,,0–0,,Marseille,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/ee855164/Saint-Etienne-Marseille-November-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>3 of 7 — <strong>43%</strong></div>,<div><strong>54%</strong> — 7 of 13</div>,<div>7 of 7 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
15,Wed,2016-11-30,21:00,Paris S-G,,2–0,,Angers,,Parc des Princes,https://fbref.com/en/matches/8b044df0/Paris-Saint-Germain-Angers-November-30-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>4 of 15 — <strong>27%</strong></div>,<div><strong>21%</strong> — 3 of 14</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
16,Fri,2016-12-02,20:45,Caen,,3–3,,Dijon,,Stade Michel d'Ornano,https://fbref.com/en/matches/bfc343d9/Caen-Dijon-December-2-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>9 of 18 — <strong>50%</strong></div>,<div><strong>31%</strong> — 4 of 13</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>66%</strong> — 6 of 9</div>
16,Sat,2016-12-03,17:00,Montpellier,,3–0,,Paris S-G,,Stade de la Mosson,https://fbref.com/en/matches/1a7e3795/Montpellier-Paris-Saint-Germain-December-3-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>33%</strong></div>,<div><strong>67%</strong></div>,<div>3 of 6 — <strong>50%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>0%</strong> — 0 of 3</div>
16,Sat,2016-12-03,20:00,Angers,,2–2,,Lorient,,Stade Raymond Kopa,https://fbref.com/en/matches/014629ec/Angers-Lorient-December-3-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>48%</strong></div>,<div><strong>53%</strong></div>,<div>5 of 19 — <strong>26%</strong></div>,<div><strong>38%</strong> — 5 of 13</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
16,Sat,2016-12-03,20:00,Bordeaux,,0–1,,Lille,,Stade Matmut-Atlantique,https://fbref.com/en/matches/098184a3/Bordeaux-Lille-December-3-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>1 of 8 — <strong>13%</strong></div>,<div><strong>56%</strong> — 9 of 16</div>,<div>8 of 9 — <strong>88%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
16,Sat,2016-12-03,20:00,Monaco,,5–0,,Bastia,,Stade Louis II.,https://fbref.com/en/matches/100fce95/Monaco-Bastia-December-3-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>7 of 12 — <strong>58%</strong></div>,<div><strong>0%</strong> — 0 of 7</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>28%</strong> — 2 of 7</div>
16,Sat,2016-12-03,20:00,Guingamp,,2–0,,Nantes,,Stade du Roudourou,https://fbref.com/en/matches/fb729975/Guingamp-Nantes-December-3-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>61%</strong></div>,<div><strong>39%</strong></div>,<div>6 of 15 — <strong>40%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
16,Sun,2016-12-04,15:00,Rennes,,2–0,,Saint-Étienne,,Roazhon Park,https://fbref.com/en/matches/a11efd92/Rennes-Saint-Etienne-December-4-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>6 of 15 — <strong>40%</strong></div>,<div><strong>0%</strong> — 0 of 4</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>
16,Sun,2016-12-04,17:00,Marseille,,3–0,,Nancy,,Orange Vélodrome,https://fbref.com/en/matches/37aef7e7/Marseille-Nancy-December-4-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>9 of 19 — <strong>47%</strong></div>,<div><strong>29%</strong> — 2 of 7</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>55%</strong> — 5 of 9</div>
16,Sun,2016-12-04,20:45,Nice,,3–0,,Toulouse,,Stade de Nice,https://fbref.com/en/matches/1eafb978/Nice-Toulouse-December-4-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>67%</strong></div>,<div><strong>33%</strong></div>,<div>6 of 11 — <strong>55%</strong></div>,<div><strong>0%</strong> — 0 of 12</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>
17,Sat,2016-12-10,14:30,Dijon,,1–2,,Marseille,,Stade Gaston Gérard,https://fbref.com/en/matches/59ac3112/Dijon-Marseille-December-10-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>5 of 14 — <strong>36%</strong></div>,<div><strong>58%</strong> — 7 of 12</div>,<div>4 of 7 — <strong>57%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
17,Sat,2016-12-10,17:30,Bordeaux,,0–4,,Monaco,,Stade Matmut-Atlantique,https://fbref.com/en/matches/804fcd33/Bordeaux-Monaco-December-10-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>2 of 9 — <strong>22%</strong></div>,<div><strong>38%</strong> — 6 of 16</div>,<div>2 of 6 — <strong>33%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
17,Sat,2016-12-10,20:00,Bastia,,2–0,,Metz,,Stade Armand Césari,https://fbref.com/en/matches/51ceb4c7/Bastia-Metz-December-10-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>6 of 16 — <strong>38%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>
17,Sat,2016-12-10,20:00,Nancy,,2–0,,Angers,,Stade Marcel Picot,https://fbref.com/en/matches/7e883bbd/Nancy-Angers-December-10-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>6 of 12 — <strong>50%</strong></div>,<div><strong>18%</strong> — 2 of 11</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
17,Sat,2016-12-10,20:00,Toulouse,,3–2,,Lorient,,Stadium Municipal,https://fbref.com/en/matches/ae7e5564/Toulouse-Lorient-December-10-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>38%</strong></div>,<div><strong>62%</strong></div>,<div>5 of 10 — <strong>50%</strong></div>,<div><strong>50%</strong> — 9 of 18</div>,<div>6 of 9 — <strong>66%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
17,Sat,2016-12-10,20:00,Lille,,2–1,,Montpellier,,Stade Pierre-Mauroy,https://fbref.com/en/matches/fda38d6f/Lille-Montpellier-December-10-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>35%</strong> — 6 of 17</div>,<div>5 of 6 — <strong>83%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
17,Sun,2016-12-11,15:00,Lyon,,1–0,,Rennes,,Groupama Stadium,https://fbref.com/en/matches/196e291d/Lyon-Rennes-December-11-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>41%</strong></div>,<div><strong>59%</strong></div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>42%</strong> — 5 of 12</div>,<div>5 of 5 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
17,Sun,2016-12-11,17:00,Saint-Étienne,,1–0,,Guingamp,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/6236f96c/Saint-Etienne-Guingamp-December-11-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>39%</strong></div>,<div><strong>61%</strong></div>,<div>2 of 7 — <strong>29%</strong></div>,<div><strong>44%</strong> — 8 of 18</div>,<div>8 of 8 — <strong>100%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
17,Sun,2016-12-11,20:45,Paris S-G,,2–2,,Nice,,Parc des Princes,https://fbref.com/en/matches/fa4c3d19/Paris-Saint-Germain-Nice-December-11-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>9 of 21 — <strong>43%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>77%</strong> — 7 of 9</div>
18,Fri,2016-12-16,20:45,Angers,,0–2,,Nantes,,Stade Raymond Kopa,https://fbref.com/en/matches/05b7b9bb/Angers-Nantes-December-16-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>55%</strong></div>,<div><strong>45%</strong></div>,<div>4 of 15 — <strong>27%</strong></div>,<div><strong>36%</strong> — 4 of 11</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
18,Sat,2016-12-17,17:00,Guingamp,,2–1,,Paris S-G,,Stade du Roudourou,https://fbref.com/en/matches/c5bc8261/Guingamp-Paris-Saint-Germain-December-17-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>27%</strong></div>,<div><strong>74%</strong></div>,<div>2 of 11 — <strong>18%</strong></div>,<div><strong>47%</strong> — 7 of 15</div>,<div>5 of 7 — <strong>71%</strong></div>,<div><strong>0%</strong> — 0 of 2</div>
18,Sat,2016-12-17,20:00,Montpellier,,4–0,,Bordeaux,,Stade de la Mosson,https://fbref.com/en/matches/29831fc8/Montpellier-Bordeaux-December-17-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>41%</strong></div>,<div><strong>60%</strong></div>,<div>8 of 22 — <strong>36%</strong></div>,<div><strong>25%</strong> — 3 of 12</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>50%</strong> — 4 of 8</div>
18,Sat,2016-12-17,20:00,Rennes,,1–2,,Bastia,,Roazhon Park,https://fbref.com/en/matches/56c1c50a/Rennes-Bastia-December-17-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>66%</strong></div>,<div><strong>35%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>36%</strong> — 5 of 14</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
18,Sat,2016-12-17,20:00,Lorient,,2–1,,Saint-Étienne,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/7290fdd8/Lorient-Saint-Etienne-December-17-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>9 of 21 — <strong>43%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>77%</strong> — 7 of 9</div>
18,Sat,2016-12-17,20:00,Toulouse,,1–1,,Nancy,,Stadium Municipal,https://fbref.com/en/matches/f13f0f0d/Toulouse-Nancy-December-17-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>0%</strong> — 0 of 2</div>
18,Sun,2016-12-18,14:30,Caen,,3–0,,Metz,,Stade Michel d'Ornano,https://fbref.com/en/matches/e015ac4b/Caen-Metz-December-18-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>8 of 17 — <strong>47%</strong></div>,<div><strong>19%</strong> — 3 of 16</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>62%</strong> — 5 of 8</div>
18,Sun,2016-12-18,15:00,Nice,,2–1,,Dijon,,Stade de Nice,https://fbref.com/en/matches/d31409f1/Nice-Dijon-December-18-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>66%</strong></div>,<div><strong>34%</strong></div>,<div>3 of 8 — <strong>38%</strong></div>,<div><strong>36%</strong> — 4 of 11</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
18,Sun,2016-12-18,17:00,Marseille,,2–0,,Lille,,Orange Vélodrome,https://fbref.com/en/matches/0bda5a9f/Marseille-Lille-December-18-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>5 of 13 — <strong>38%</strong></div>,<div><strong>31%</strong> — 4 of 13</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
18,Sun,2016-12-18,20:45,Monaco,,1–3,,Lyon,,Stade Louis II.,https://fbref.com/en/matches/a7a8790a/Monaco-Lyon-December-18-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>4 of 13 — <strong>31%</strong></div>,<div><strong>59%</strong> — 10 of 17</div>,<div>6 of 10 — <strong>60%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
19,Wed,2016-12-21,20:50,Dijon,,2–0,,Toulouse,,Stade Gaston Gérard,https://fbref.com/en/matches/11581df1/Dijon-Toulouse-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>6 of 11 — <strong>55%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
19,Wed,2016-12-21,20:50,Nantes,,1–0,,Montpellier,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/247a498b/Nantes-Montpellier-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>2 of 5 — <strong>40%</strong></div>,<div><strong>22%</strong> — 4 of 18</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
19,Wed,2016-12-21,20:50,Bordeaux,,0–0,,Nice,,Stade Matmut-Atlantique,https://fbref.com/en/matches/68462b76/Bordeaux-Nice-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>36%</strong></div>,<div><strong>64%</strong></div>,<div>3 of 15 — <strong>20%</strong></div>,<div><strong>27%</strong> — 4 of 15</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
19,Wed,2016-12-21,20:50,Bastia,,1–2,,Marseille,,Stade Armand Césari,https://fbref.com/en/matches/75c7f1ae/Bastia-Marseille-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>42%</strong></div>,<div><strong>58%</strong></div>,<div>4 of 17 — <strong>24%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
19,Wed,2016-12-21,20:50,Saint-Étienne,,0–0,,Nancy,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/7f1457f0/Saint-Etienne-Nancy-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>65%</strong></div>,<div><strong>36%</strong></div>,<div>3 of 18 — <strong>17%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
19,Wed,2016-12-21,20:50,Metz,,2–2,,Guingamp,,Stade Saint-Symphorien,https://fbref.com/en/matches/8db8cf69/Metz-Guingamp-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>5 of 9 — <strong>56%</strong></div>,<div><strong>44%</strong> — 4 of 9</div>,<div>2 of 4 — <strong>50%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
19,Wed,2016-12-21,20:50,Lyon,,2–0,,Angers,,Groupama Stadium,https://fbref.com/en/matches/90279e0f/Lyon-Angers-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>62%</strong></div>,<div><strong>38%</strong></div>,<div>3 of 14 — <strong>21%</strong></div>,<div><strong>23%</strong> — 3 of 13</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
19,Wed,2016-12-21,20:50,Paris S-G,,5–0,,Lorient,,Parc des Princes,https://fbref.com/en/matches/a0111bb5/Paris-Saint-Germain-Lorient-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>7 of 19 — <strong>37%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>28%</strong> — 2 of 7</div>
19,Wed,2016-12-21,20:50,Monaco,,2–1,,Caen,,Stade Louis II.,https://fbref.com/en/matches/a5b0b675/Monaco-Caen-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>6 of 21 — <strong>29%</strong></div>,<div><strong>31%</strong> — 5 of 16</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
19,Wed,2016-12-21,20:50,Lille,,1–1,,Rennes,,Stade Pierre-Mauroy,https://fbref.com/en/matches/d7684de9/Lille-Rennes-December-21-2016-Ligue-1,2016-2017,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>6 of 18 — <strong>33%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
20,Fri,2017-01-13,20:45,Lille,,1–1,,Saint-Étienne,,Stade Pierre-Mauroy,https://fbref.com/en/matches/ea444231/Lille-Saint-Etienne-January-13-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>8 of 21 — <strong>38%</strong></div>,<div><strong>38%</strong> — 3 of 8</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
20,Sat,2017-01-14,17:00,Rennes,,0–1,,Paris S-G,,Roazhon Park,https://fbref.com/en/matches/6cd044c0/Rennes-Paris-Saint-Germain-January-14-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>1 of 12 — <strong>8%</strong></div>,<div><strong>44%</strong> — 4 of 9</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>100%</strong> — 1 of 1</div>
20,Sat,2017-01-14,20:00,Angers,,1–1,,Bordeaux,,Stade Raymond Kopa,https://fbref.com/en/matches/26d95f56/Angers-Bordeaux-January-14-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>3 of 7 — <strong>43%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
20,Sat,2017-01-14,20:00,Toulouse,,0–1,,Nantes,,Stadium Municipal,https://fbref.com/en/matches/485b6828/Toulouse-Nantes-January-14-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>61%</strong></div>,<div><strong>39%</strong></div>,<div>4 of 15 — <strong>27%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
20,Sat,2017-01-14,20:00,Nancy,,1–0,,Bastia,,Stade Marcel Picot,https://fbref.com/en/matches/6b0a3a31/Nancy-Bastia-January-14-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>50%</strong></div>,<div><strong>50%</strong></div>,<div>4 of 15 — <strong>27%</strong></div>,<div><strong>18%</strong> — 2 of 11</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
20,Sat,2017-01-14,20:00,Lorient,,3–1,,Guingamp,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/cb9a78cc/Lorient-Guingamp-January-14-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>57%</strong></div>,<div><strong>43%</strong></div>,<div>5 of 16 — <strong>31%</strong></div>,<div><strong>58%</strong> — 7 of 12</div>,<div>6 of 7 — <strong>85%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
20,Sat,2017-01-14,20:00,Montpellier,,1–1,,Dijon,,Stade de la Mosson,https://fbref.com/en/matches/e39e8136/Montpellier-Dijon-January-14-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>3 of 24 — <strong>13%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
20,Sun,2017-01-15,15:00,Nice,,0–0,,Metz,,Stade de Nice,https://fbref.com/en/matches/cfac3b5f/Nice-Metz-January-15-2017-Ligue-1,2016-2017,Ligue-1,<div><strong>62%</strong></div>,<div><strong>39%</strong></div>,<div>2 of 12 — <strong>17%</strong></div>,<div><strong>20%</strong> — 3 of 15</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
